,Place,Consumed,Name,Contest,Location,Date,Minutes
1064,1st,6.5,Laura Riehman,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Naples, FL",2013-05-04,10.0
1065,1st,31.5,"Jeff ""The Beast Man"" Butler",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1066,2nd,31,"Tom ""Goose"" Gilbert",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1067,3rd,29.75,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1068,4th,27.5,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1069,5th,22,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1070,6th,21,"Kevin ""LA Beast"" Strahle",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1071,7th,14,Andrew Kim,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1072,8th,11,Mark King,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1073,?,?,"""Raiders Fan""",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2013-04-20,10.0
1074,1st,28,Tahiti Village,Nathan's Famous Hot Dog Eating Contest Qualifier - resorts,"Las Vegas, NV",2013-04-20,6.0
1075,1st,40,Miki Sudo,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2013-04-20,10.0
1076,2nd,24,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2013-04-20,10.0
1077,3rd,3,"""Birthday girl""",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2013-04-20,10.0
1078,1st,26,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2013-04-13,10.0
1079,2nd,23,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2013-04-13,10.0
1080,3rd,17.5,Mike Katz,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2013-04-13,10.0
1081,4th,13.5,"Juan ""Cracker"" Angel",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2013-04-13,10.0
1082,1st,10.5,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Miami, FL",2013-04-13,10.0
1083,1st,25,"Pete ""PrettyBoy"" Davekos",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Savannah, GA",2013-04-06,10.0
1084,?,?,"Steve ""Pi Guy"" Martin",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Savannah, GA",2013-04-06,10.0
1085,?,?,"""The Hangman"" Bruce Pobanz",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Savannah, GA",2013-04-06,10.0
1086,1st,8.5,"Dee ""Princess Pi-Anna"" Martin",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Savannah, GA",2013-04-06,10.0
1087,2nd,4,"Elizabeth ""Maggie Kill'N Brawl"" Vinson",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Savannah, GA",2013-04-06,10.0
1088,3rd,2.5,"Dierdre ""Fractious Phoebe"" Schofield",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Savannah, GA",2013-04-06,10.0
1089,1st,36,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1090,2nd,13,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1091,3rd,12.5,Andrew Kossuth,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1092,4th,11.5,David Sobleman,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1093,5th,11,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1094,?,10.5,Victor Muallen,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1095,?,7,Richard Widley,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1096,?,6.5,Benjamin Heritage,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, NY",2013-03-23,10.0
1097,1st,17,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Brooklyn, NY",2013-03-23,10.0
1098,1st,68,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1099,2nd,52.25,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1100,3rd,51,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1101,4th,46,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1102,5th,45,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1103,6th,35,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1104,7th,32,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1105,7th,32,"Sean ""Flash"" Gordon",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1106,9th,31,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1107,10th,30.5,"Tim ""Gravy"" Brown",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1108,11th,28,"Pete ""PrettyBoy"" Davekos",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1109,12th,25.5,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1110,13th,25,Yasir Salem,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1111,14th,20,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1112,15th,15,Lee Vilinsky,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2012-07-04,10.0
1113,1st,45,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1114,2nd,33,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1115,3rd,25.5,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1116,4th,21.5,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1117,5th,21.25,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1118,6th,18.5,"Maria ""Edible""",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1119,7th,16,Nicole Anderson,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1120,8th,9.5,"Dee ""Princess Pi-Anna"" Martin",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1121,9th,9,Neslie Ricasa,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1122,10th,8.5,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1123,11th,7,Theresa Subich,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1124,12th,6,"Mia ""Meatballz"" Davekos",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1125,13th,5.5,Molly Nemunaitis,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1126,14th,3,Janice Deregla,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2012-07-04,10.0
1127,1st,42,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1128,2nd,16.5,Justin Mih,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1129,3rd,14,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1130,4th,11,Lou Confrancisco,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1131,5th,10,Bob O'Neill,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1132,5th,10,"Jon ""jcrue"" Taylor",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1133,7th,9,"Tim ""Big Muff"" Michaud",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1134,7th,9,Joao Paulo,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1135,9th,7,Craig MacCormack,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1136,9th,7,Pete Twiraga,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1137,11th,6,Josh Brickman,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2012-06-23,10.0
1138,1st,8,"Mia ""Meatballz"" Davekos",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Boston, MA",2012-06-23,10.0
1139,2nd,7,Jenny Confrancisco,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Boston, MA",2012-06-23,10.0
1140,1st,24,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1141,2nd,23,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1142,3rd,19.5,"Kevin ""LA Beast"" Strahle",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1143,4th,13.25,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1144,5th,12,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1145,5th,12,Marc Fasano,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1146,7th,11,"Steve ""Pi Guy"" Martin",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1147,8th,10.5,Henry Roach,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1148,9th,10,Dale Corzine,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1149,10th,8,Brian Szontagh,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1150,11th,5,Matthew Blaker,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1151,12th,?,Bill Apodaca,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Concord, NC",2012-06-16,10.0
1152,1st,10,"Dee ""Princess Pi-Anna"" Martin",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Concord, NC",2012-06-16,10.0
1153,1st,27,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1154,2nd,26.25,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1155,3rd,16.5,Mike Landrich,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1156,4th,15.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1157,5th,11.5,Tom Keeton,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1158,6th,8,Jakub Kelly,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1159,6th,8,Steve Meyers,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1160,8th,5.5,Dan McCloud,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Pittsburgh, PA",2012-06-13,10.0
1161,1st,9,Theresa Subich,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Pittsburgh, PA",2012-06-13,10.0
1162,1st,24.5,"Pete ""PrettyBoy"" Davekos",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Thackerville, OK",2012-06-10,10.0
1163,2nd,20.5,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Thackerville, OK",2012-06-10,10.0
1164,3rd,19,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Thackerville, OK",2012-06-10,10.0
1165,?,10.25,"Tony ""Bam"" Martinez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Thackerville, OK",2012-06-10,10.0
1166,1st,10.25,Neslie Ricasa,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Thackerville, OK",2012-06-10,10.0
1167,2nd,7,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Thackerville, OK",2012-06-10,10.0
1168,1st,30.5,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Tempe, AZ",2012-06-09,10.0
1169,2nd,23.5,"Damon ""The Omen"" Wells",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Tempe, AZ",2012-06-09,10.0
1170,3rd,21,Ron Koch,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Tempe, AZ",2012-06-09,10.0
1171,4th,17.75,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Tempe, AZ",2012-06-09,10.0
1172,5th,15,Kobi Bauer,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Tempe, AZ",2012-06-09,10.0
1173,?,11.25,Chris Buehler,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Tempe, AZ",2012-06-09,10.0
1174,1st,24,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Tempe, AZ",2012-06-09,10.0
1175,1st,25.25,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1176,2nd,25,"Kevin ""LA Beast"" Strahle",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1177,3rd,14.5,Mike Landrich,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1178,4th,14,"Andrew ""The Bear"" Kogutkiewicz",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1179,5th,12,"Chance ""The Chicken Hawk"" Dewerth",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1180,6th,11,A Askea,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1181,7th,10.5,Sean Mulcahey,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1182,8th,5,Phil Hicks,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1183,8th,5,Matt Horn,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Cleveland, OH",2012-06-07,10.0
1184,1st,10,Molly Nemunaitis,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Cleveland, OH",2012-06-07,10.0
1185,1st,28,"Tim ""Gravy"" Brown",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Paul, MN",2012-06-03,10.0
1186,2nd,15,"Mark ""Wimpy"" Pederson",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Paul, MN",2012-06-03,10.0
1187,3rd,12.5,"Andrew ""The Bear"" Kogutkiewicz",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Paul, MN",2012-06-03,10.0
1188,1st,6.5,Janice Deregla,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"St. Paul, MN",2012-06-03,10.0
1189,2nd,6,Sally Swanson,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"St. Paul, MN",2012-06-03,10.0
1190,1st,33,"Aaron ""A-Train"" Osthoff",Nathan's Famous Hot Dog Eating Contest Qualifier - American men,"Calgary, AB, Canada",2012-06-02,10.0
1191,1st,7,Heather Osthoff,Nathan's Famous Hot Dog Eating Contest Qualifier - American women,"Calgary, AB, Canada",2012-06-02,10.0
1192,1st,16,Lee Vilinsky,Nathan's Famous Hot Dog Eating Contest Qualifier - Canadian men,"Calgary, AB, Canada",2012-06-02,10.0
1193,?,11,Chad Radke,Nathan's Famous Hot Dog Eating Contest Qualifier - Canadian men,"Calgary, AB, Canada",2012-06-02,10.0
1194,?,10,Mike Cousins,Nathan's Famous Hot Dog Eating Contest Qualifier - Canadian men,"Calgary, AB, Canada",2012-06-02,10.0
1195,?,7,Dave Exley,Nathan's Famous Hot Dog Eating Contest Qualifier - Canadian men,"Calgary, AB, Canada",2012-06-02,10.0
1196,?,?,Rudi de Groot,Nathan's Famous Hot Dog Eating Contest Qualifier - Canadian men,"Calgary, AB, Canada",2012-06-02,10.0
1197,?,?,Jason Zaurrini,Nathan's Famous Hot Dog Eating Contest Qualifier - Canadian men,"Calgary, AB, Canada",2012-06-02,10.0
1198,1st,12,Nicole Anderson,Nathan's Famous Hot Dog Eating Contest Qualifier - Canadian women,"Calgary, AB, Canada",2012-06-02,10.0
1199,1st,40,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2012-06-02,10.0
1200,2nd,37,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2012-06-02,10.0
1201,3rd,25,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2012-06-02,10.0
1202,4th,15,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2012-06-02,10.0
1203,5th,14,Andrew Kossuth,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2012-06-02,10.0
1204,?,7.5,Brandon Rudolf,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2012-06-02,10.0
1205,1st,20,"Maria ""Edible""",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2012-06-02,10.0
1206,?,7.125,"""Hurricane"" Connie",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2012-06-02,10.0
1207,?,?,Kira Nightingale,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2012-06-02,10.0
1208,1st,45,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1209,2nd,30,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1210,3rd,25,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1211,4th,22,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1212,5th,20.5,"Eric ""Steakbellie"" Livingston",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1213,6th,19.5,Justin Mih,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1214,7th,11,C Langford,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1215,7th,11,Joe Lopardo,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1216,9th,8.5,K Marshall,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1217,10th,8,M Sinkevich,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1218,10th,8,A Younes,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Atlantic City, NJ",2012-05-19,10.0
1219,1st,18.5,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Atlantic City, NJ",2012-05-19,10.0
1220,1st,33,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Naples, FL",2012-05-12,10.0
1221,2nd,24,"Kevin ""LA Beast"" Strahle",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Naples, FL",2012-05-12,10.0
1222,3rd,19,Kyle Nestel,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Naples, FL",2012-05-12,10.0
1223,4th,17,Jon Bello,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Naples, FL",2012-05-12,10.0
1224,1st,4.5,Laura Riehman,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Naples, FL",2012-05-12,10.0
1225,1st,30,"Sean ""Flash"" Gordon",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2012-04-28,10.0
1226,2nd,27,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2012-04-28,10.0
1227,3rd,22,Ron Koch,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2012-04-28,10.0
1228,3rd,22,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2012-04-28,10.0
1229,1st,27,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2012-04-28,10.0
1230,2nd,9.5,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2012-04-28,10.0
1231,1st,37,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Garden City, MI",2012-04-21,10.0
1232,2nd,14,"Craig ""The Keg"" Reed",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Garden City, MI",2012-04-21,10.0
1233,2nd,14,"Benjamin ""The Wolf"" Taylor",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Garden City, MI",2012-04-21,10.0
1234,1st,17,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Garden City, MI",2012-04-21,10.0
1235,1st,62,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1236,2nd,53,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1237,3rd,45,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1238,4th,39,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1239,5th,34,"Sean ""Flash"" Gordon",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1240,5th,34,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1241,7th,33.5,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1242,8th,31,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1243,9th,27,"Aaron ""A-Train"" Osthoff",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1244,10th,25.5,"Pete ""PrettyBoy"" Davekos",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1245,11th,25,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1246,12th,23,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1247,12th,23,"Damon ""The Omen"" Wells",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1248,14th,21,Ming Kui Lu,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1249,15th,14,"Yat Ming ""Chris"" Lam",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1250,16th,11,Tai Loi Mak,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1251,DQ,?,"Tim ""Gravy"" Brown",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2011-07-04,10.0
1252,1st,40,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1253,2nd,29.5,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1254,3rd,28.5,"Stephanie ""Xanadu"" Torres",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1255,4th,20,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1256,5th,16,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1257,6th,15,"Maria ""Edible""",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1258,7th,8.5,Laura Leu,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1259,8th,4,"Grace ""Man Eater"" Lee",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
1260,9th,3,Lauren Gallagher,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2011-07-04,10.0
